X,Y,Z
6.0277,0.053211,0.11723
6.0277,0.051907,0.11413
6.0277,0.049885,0.10941
6.0277,0.048638,0.10698
6.0277,0.045689,0.10124
6.0277,0.042824,0.096453
6.0277,0.041044,0.093427
6.0277,0.037646,0.088326
6.0277,0.03601,0.085954
6.0277,0.035054,0.084686
6.0277,0.03041,0.078629
6.0277,0.028191,0.076007
6.0277,0.024658,0.071882
6.0277,0.021604,0.068588
6.0277,0.019244,0.066073
6.0277,0.016155,0.062925
6.0277,0.015396,0.062169
6.0277,0.01171,0.058572
6.0277,0.011652,0.058517
6.0277,0.0087556,0.05587
6.0277,0.0080211,0.055218
6.0277,0.0053656,0.05286
6.0277,0.003993,0.051647
6.0277,0.0011219,0.049969
6.0277,0.00037332,0.049435
6.0277,0,0.049225
6.0277,-0.00083408,0.049754
6.0277,-0.0035384,0.051245
6.0277,-0.0054431,0.05293
6.0277,-0.0065188,0.053892
6.0277,-0.0080944,0.055283
6.0277,-0.0092124,0.056275
6.0277,-0.011126,0.058051
6.0277,-0.012135,0.058995
6.0277,-0.012777,0.059618
6.0277,-0.015371,0.062145
6.0277,-0.016882,0.06365
6.0277,-0.019517,0.066346
6.0277,-0.021526,0.068513
6.0277,-0.02497,0.072229
6.0277,-0.02764,0.075396
6.0277,-0.030643,0.078913
6.0277,-0.033353,0.08251
6.0277,-0.036254,0.086306
6.0277,-0.039957,0.091752
6.0277,-0.041136,0.093554
6.0277,-0.042688,0.096159
6.0277,-0.045768,0.10136
6.0277,-0.049025,0.10773
6.0277,-0.050016,0.10966
6.0277,-0.051831,0.11392
6.0277,-0.05326,0.11735
6.0277,-0.053804,0.11895
6.0277,-0.055833,0.1249
6.0277,-0.057398,0.13067
6.0277,-0.057862,0.13239
6.0277,-0.058543,0.13575
6.0277,-0.059402,0.14013
6.0277,-0.059721,0.14263
6.0277,-0.060438,0.14839
6.0277,-0.060763,0.15457
6.0277,-0.060953,0.15781
6.0311,-0.20513,0.57232
6.0311,-0.20113,0.56578
6.0311,-0.19973,0.5635
6.0311,-0.19885,0.56208
6.0311,-0.19555,0.55684
6.0311,-0.19062,0.54884
6.0311,-0.19024,0.54822
6.0311,-0.18959,0.54721
6.0311,-0.18424,0.53894
6.0311,-0.18165,0.53491
6.0311,-0.17604,0.52629
6.0311,-0.17352,0.52248
6.0311,-0.16608,0.51105
6.0311,-0.16458,0.50879
6.0311,-0.16405,0.508
6.0311,-0.15434,0.49306
6.0311,-0.15191,0.49109
6.0311,-0.13929,0.48109
6.0311,-0.13718,0.47947
6.0311,-0.12686,0.47141
6.0311,-0.12395,0.46918
6.0311,-0.1233,0.46867
6.0311,-0.11337,0.46112
6.0311,-0.10718,0.45624
6.0311,-0.098305,0.44904
6.0311,-0.094192,0.44583
6.0311,-0.087167,0.44003
6.0311,-0.081219,0.43534
6.0311,-0.077017,0.43181
6.0311,-0.068484,0.42491
6.0311,-0.060033,0.41746
6.0311,-0.057873,0.41556
6.0311,-0.051627,0.41007
6.0311,-0.045729,0.40442
6.0311,-0.042808,0.40169
6.0311,-0.04031,0.39916
6.0311,-0.033744,0.39247
6.0311,-0.033111,0.39182
6.0311,-0.032472,0.39111
6.0311,-0.027257,0.38546
6.0311,-0.025711,0.38374
6.0311,-0.023297,0.38084
6.0311,-0.023122,0.38063
6.0311,-0.020181,0.37709
6.0311,-0.019377,0.37611
6.0311,-0.017858,0.37415
6.0311,-0.016555,0.3725
6.0311,-0.014967,0.37043
6.0311,-0.01407,0.36932
6.0311,-0.012909,0.36777
6.0311,-0.011825,0.36636
6.0311,-0.01138,0.36573
6.0311,-0.0092574,0.36327
6.0311,-0.0087196,0.36258
6.0311,-0.0063288,0.36025
6.0311,-0.0060897,0.35999
6.0311,-0.0035547,0.35863
6.0311,-0.0029398,0.35828
6.0311,-0.0013331,0.35815
6.0311,0,0.35804
6.0311,0.0010608,0.3581
6.0311,0.0027359,0.35822
6.0311,0.0057951,0.35976
6.0311,0.005841,0.35978
6.0311,0.0058727,0.35981
6.0311,0.0085804,0.36242
6.0311,0.0090569,0.36303
6.0311,0.01134,0.36567
6.0311,0.011656,0.36612
6.0311,0.012402,0.3671
6.0311,0.014041,0.36931
6.0311,0.015466,0.37107
6.0311,0.01649,0.37241
6.0311,0.017315,0.37346
6.0311,0.019247,0.37598
6.0311,0.020249,0.37718
6.0311,0.022952,0.38046
6.0311,0.02348,0.38111
6.0311,0.023802,0.38149
6.0311,0.026975,0.38515
6.0311,0.031943,0.39054
6.0311,0.032253,0.39089
6.0311,0.032666,0.39132
6.0311,0.03795,0.39686
6.0311,0.043265,0.40203
6.0311,0.045449,0.40421
6.0311,0.04737,0.40595
6.0311,0.052744,0.41104
6.0311,0.061183,0.41843
6.0311,0.061429,0.41865
6.0311,0.061645,0.41883
6.0311,0.070766,0.4268
6.0311,0.07876,0.43325
6.0311,0.082709,0.43654
6.0311,0.092074,0.44398
6.0311,0.096645,0.44772
6.0311,0.098215,0.44895
6.0311,0.10794,0.45693
6.0311,0.11557,0.46274
6.0311,0.12239,0.46809
6.0311,0.13514,0.47787
6.0311,0.13807,0.48014
6.0311,0.15165,0.49071
6.0311,0.15409,0.49266
6.0311,0.16404,0.50798
6.0311,0.16451,0.50869
6.0311,0.1659,0.51079
6.0311,0.17356,0.52253
6.0311,0.17605,0.52632
6.0311,0.18186,0.53524
6.0311,0.18422,0.53891
6.0311,0.1893,0.54675
6.0311,0.19024,0.54824
6.0311,0.1908,0.54913
6.0311,0.19558,0.55689
6.0311,0.19893,0.56221
6.0311,0.19978,0.56358
6.0311,0.20116,0.56582
6.0311,0.20513,0.57232
6.0311,0.19712,0.57232
6.0311,0.19151,0.57232
6.0311,0.18353,0.57232
6.0311,0.18128,0.57232
6.0311,0.16995,0.57232
6.0311,0.16955,0.57232
6.0311,0.16832,0.57232
6.0311,0.15817,0.57232
6.0311,0.15523,0.57232
6.0311,0.14143,0.57232
6.0311,0.13805,0.57232
6.0311,0.12285,0.57232
6.0311,0.11628,0.57232
6.0311,0.09606,0.57232
6.0311,0.091025,0.57232
6.0311,0.087185,0.57232
6.0311,0.066922,0.57232
6.0311,0.061196,0.57232
6.0311,0.037574,0.57232
6.0311,0.032976,0.57232
6.0311,0.017224,0.57232
6.0311,0,0.57232
6.0311,-0.017224,0.57232
6.0311,-0.032836,0.57232
6.0311,-0.037387,0.57232
6.0311,-0.060235,0.57232
6.0311,-0.066417,0.57232
6.0311,-0.080241,0.57232
6.0311,-0.091959,0.57232
6.0311,-0.10231,0.57232
6.0311,-0.1116,0.57232
6.0311,-0.12489,0.57232
6.0311,-0.12776,0.57232
6.0311,-0.14157,0.57232
6.0311,-0.1432,0.57232
6.0311,-0.15492,0.57232
6.0311,-0.15818,0.57232
6.0311,-0.16891,0.57232
6.0311,-0.16941,0.57232
6.0311,-0.16961,0.57232
6.0311,-0.18137,0.57232
6.0311,-0.18319,0.57232
6.0311,-0.1915,0.57232
6.0311,-0.19709,0.57232
6.0311,-0.20513,0.57232
6.0311,-0.060705,0.15805
6.0311,-0.060557,0.16331
6.0311,-0.060473,0.16681
6.0311,-0.059863,0.17277
6.0311,-0.05958,0.17526
6.0311,-0.059299,0.17666
6.0311,-0.058098,0.18327
6.0311,-0.056997,0.18771
6.0311,-0.055746,0.19182
6.0311,-0.054258,0.19606
6.0311,-0.052792,0.19954
6.0311,-0.050644,0.20411
6.0311,-0.04926,0.20661
6.0311,-0.046435,0.2112
6.0311,-0.045054,0.21317
6.0311,-0.04154,0.21767
6.0311,-0.039979,0.21945
6.0311,-0.035964,0.22348
6.0311,-0.034279,0.22504
6.0311,-0.030389,0.22835
6.0311,-0.028409,0.22988
6.0311,-0.023672,0.23308
6.0311,-0.02172,0.23427
6.0311,-0.016724,0.23696
6.0311,-0.015209,0.23766
6.0311,-0.010671,0.23962
6.0311,-0.0090109,0.24026
6.0311,-0.0052149,0.24166
6.0311,-0.00018584,0.24293
6.0311,0,0.24298
6.0311,0.00013539,0.24294
6.0311,0.0056596,0.2415
6.0311,0.009083,0.24024
6.0311,0.010616,0.23965
6.0311,0.015262,0.23764
6.0311,0.016764,0.23694
6.0311,0.021728,0.23426
6.0311,0.023681,0.23307
6.0311,0.028411,0.22988
6.0311,0.030394,0.22834
6.0311,0.034284,0.22503
6.0311,0.035962,0.22349
6.0311,0.039978,0.21945
6.0311,0.04154,0.21767
6.0311,0.045054,0.21317
6.0311,0.046435,0.2112
6.0311,0.04926,0.20661
6.0311,0.050644,0.20411
6.0311,0.05279,0.19955
6.0311,0.054257,0.19606
6.0311,0.055743,0.19183
6.0311,0.056998,0.18771
6.0311,0.058098,0.18327
6.0311,0.059299,0.17666
6.0311,0.05958,0.17526
6.0311,0.059863,0.17277
6.0311,0.060473,0.16681
6.0311,0.060557,0.16331
6.0311,0.060706,0.15805
6.0311,0.060257,0.15041
6.0311,0.060192,0.14918
6.0311,0.059857,0.1465
6.0311,0.059115,0.14073
6.0311,0.058643,0.1384
6.0311,0.057558,0.13304
6.0311,0.055862,0.12679
6.0311,0.05552,0.12553
6.0311,0.054725,0.1232
6.0311,0.052915,0.11804
6.0311,0.05178,0.11537
6.0311,0.049653,0.1104
6.0311,0.046184,0.10364
6.0311,0.045378,0.10207
6.0311,0.0407,0.094255
6.0311,0.040554,0.094007
6.0311,0.040275,0.093588
6.0311,0.035785,0.087074
6.0311,0.033161,0.083596
6.0311,0.030581,0.080231
6.0311,0.025967,0.074779
6.0311,0.024756,0.073365
6.0311,0.019439,0.06763
6.0311,0.019318,0.0675
6.0311,0.019158,0.067338
6.0311,0.014146,0.062342
6.0311,0.013072,0.061295
6.0311,0.0097533,0.058176
6.0311,0.0093674,0.057823
6.0311,0.0081659,0.056755
6.0311,0.0061116,0.054929
6.0311,0.0050923,0.05403
6.0311,0.0032776,0.052426
6.0311,0.00068058,0.051021
6.0311,0,0.050684
6.0311,-0.00061171,0.050983
6.0311,-0.0033915,0.052527
6.0311,-0.0046588,0.053649
6.0311,-0.0063042,0.055099
6.0311,-0.0085281,0.057077
6.0311,-0.0092443,0.057712
6.0311,-0.0097317,0.058165
6.0311,-0.013184,0.061406
6.0311,-0.014158,0.062355
6.0311,-0.018216,0.066397
6.0311,-0.01914,0.067321
6.0311,-0.019371,0.067554
6.0311,-0.021338,0.069664
6.0311,-0.024689,0.07328
6.0311,-0.025074,0.073736
6.0311,-0.030507,0.080099
6.0311,-0.031383,0.081262
6.0311,-0.035867,0.087125
6.0311,-0.03889,0.091572
6.0311,-0.040689,0.094243
6.0311,-0.042724,0.097598
6.0311,-0.04542,0.10215
6.0311,-0.046597,0.10445
6.0311,-0.049708,0.11051
6.0311,-0.051844,0.11553
6.0311,-0.05295,0.11812
6.0311,-0.054678,0.12306
6.0311,-0.055528,0.12555
6.0311,-0.055899,0.12692
6.0311,-0.057559,0.13304
6.0311,-0.058661,0.13848
6.0311,-0.059117,0.14072
6.0311,-0.059845,0.1464
6.0311,-0.060192,0.14918
6.0311,-0.060257,0.15041
6.0311,-0.060705,0.15805
6.0345,-0.20262,0.57232
6.0345,-0.20007,0.56814
6.0345,-0.19635,0.56217
6.0345,-0.19428,0.55887
6.0345,-0.19175,0.55477
6.0345,-0.1891,0.55058
6.0345,-0.18672,0.54684
6.0345,-0.18387,0.54242
6.0345,-0.17884,0.5346
6.0345,-0.17609,0.53038
6.0345,-0.1709,0.52251
6.0345,-0.16469,0.51298
6.0345,-0.16163,0.50838
6.0345,-0.15289,0.49476
6.0345,-0.15179,0.49314
6.0345,-0.13787,0.48209
6.0345,-0.13663,0.48108
6.0345,-0.12461,0.47184
6.0345,-0.12056,0.46869
6.0345,-0.11336,0.46321
6.0345,-0.10526,0.45683
6.0345,-0.099278,0.45198
6.0345,-0.092154,0.44642
6.0345,-0.079984,0.43638
6.0345,-0.079843,0.43627
6.0345,-0.079743,0.43618
6.0345,-0.067799,0.42652
6.0345,-0.060341,0.41994
6.0345,-0.057715,0.41774
6.0345,-0.05397,0.41432
6.0345,-0.049716,0.41058
6.0345,-0.04723,0.4082
6.0345,-0.04111,0.40248
6.0345,-0.035874,0.39717
6.0345,-0.035291,0.39657
6.0345,-0.031345,0.39252
6.0345,-0.02736,0.38814
6.0345,-0.02691,0.38765
6.0345,-0.023721,0.3841
6.0345,-0.023525,0.38387
6.0345,-0.020783,0.38068
6.0345,-0.020121,0.37988
6.0345,-0.017154,0.3763
6.0345,-0.017045,0.37616
6.0345,-0.01432,0.37295
6.0345,-0.012182,0.37029
6.0345,-0.01177,0.36986
6.0345,-0.010231,0.36816
6.0345,-0.0090646,0.36688
6.0345,-0.0088566,0.36664
6.0345,-0.0082175,0.36609
6.0345,-0.0059385,0.36422
6.0345,-0.0048395,0.36376
6.0345,-0.0029004,0.36287
6.0345,-0.0016725,0.36279
6.0345,0,0.36266
6.0345,0.0017136,0.36279
6.0345,0.0028987,0.36287
6.0345,0.0047835,0.36374
6.0345,0.0058901,0.36419
6.0345,0.0083899,0.36623
6.0345,0.0088372,0.36661
6.0345,0.008972,0.36677
6.0345,0.0097324,0.36761
6.0345,0.011727,0.36982
6.0345,0.0123,0.37043
6.0345,0.01418,0.37279
6.0345,0.016874,0.37598
6.0345,0.017016,0.37615
6.0345,0.017087,0.37623
6.0345,0.017372,0.37657
6.0345,0.020307,0.3801
6.0345,0.021038,0.38099
6.0345,0.025721,0.38631
6.0345,0.026383,0.38707
6.0345,0.027376,0.38815
6.0345,0.030813,0.39195
6.0345,0.033916,0.39513
6.0345,0.035823,0.39713
6.0345,0.039964,0.40116
6.0345,0.043265,0.40445
6.0345,0.044417,0.40558
6.0345,0.046598,0.40757
6.0345,0.05156,0.41226
6.0345,0.055828,0.416
6.0345,0.060003,0.41979
6.0345,0.063679,0.42285
6.0345,0.069275,0.42774
6.0345,0.080632,0.43691
6.0345,0.080802,0.43705
6.0345,0.080885,0.43712
6.0345,0.094258,0.44806
6.0345,0.098965,0.45174
6.0345,0.10608,0.45758
6.0345,0.11592,0.46508
6.0345,0.11953,0.46791
6.0345,0.13217,0.4776
6.0345,0.13526,0.48001
6.0345,0.13629,0.48084
6.0345,0.15152,0.49272
6.0345,0.15264,0.49437
6.0345,0.16155,0.50826
6.0345,0.16469,0.51298
6.0345,0.17092,0.52254
6.0345,0.17611,0.53042
6.0345,0.17921,0.53519
6.0345,0.18383,0.54236
6.0345,0.18678,0.54692
6.0345,0.18902,0.55044
6.0345,0.19169,0.55466
6.0345,0.19433,0.55894
6.0345,0.19641,0.56225
6.0345,0.20013,0.56825
6.0345,0.20262,0.57232
6.0345,0.19934,0.57232
6.0345,0.19086,0.57232
6.0345,0.18823,0.57232
6.0345,0.18211,0.57232
6.0345,0.17968,0.57232
6.0345,0.17042,0.57232
6.0345,0.16653,0.57232
6.0345,0.15929,0.57232
6.0345,0.15299,0.57232
6.0345,0.14352,0.57232
6.0345,0.13579,0.57232
6.0345,0.12545,0.57232
6.0345,0.11336,0.57232
6.0345,0.10043,0.57232
6.0345,0.090953,0.57232
6.0345,0.083729,0.57232
6.0345,0.068003,0.57232
6.0345,0.058624,0.57232
6.0345,0.039011,0.57232
6.0345,0.03067,0.57232
6.0345,0.0020926,0.57232
6.0345,0,0.57232
6.0345,-0.0020926,0.57232
6.0345,-0.030568,0.57232
6.0345,-0.038869,0.57232
6.0345,-0.057837,0.57232
6.0345,-0.067586,0.57232
6.0345,-0.078395,0.57232
6.0345,-0.092851,0.57232
6.0345,-0.099572,0.57232
6.0345,-0.11288,0.57232
6.0345,-0.12173,0.57232
6.0345,-0.12935,0.57232
6.0345,-0.13936,0.57232
6.0345,-0.14481,0.57232
6.0345,-0.15313,0.57232
6.0345,-0.15912,0.57232
6.0345,-0.16597,0.57232
6.0345,-0.17021,0.57232
6.0345,-0.17936,0.57232
6.0345,-0.1822,0.57232
6.0345,-0.18848,0.57232
6.0345,-0.19086,0.57232
6.0345,-0.19929,0.57232
6.0345,-0.20262,0.57232
6.0345,-0.060454,0.1583
6.0345,-0.060447,0.1588
6.0345,-0.060249,0.16701
6.0345,-0.059772,0.17166
6.0345,-0.059415,0.17534
6.0345,-0.058396,0.18154
6.0345,-0.058245,0.18237
6.0345,-0.057486,0.18544
6.0345,-0.056429,0.1897
6.0345,-0.056294,0.19019
6.0345,-0.053703,0.19758
6.0345,-0.053399,0.19836
6.0345,-0.050368,0.20483
6.0345,-0.049635,0.20622
6.0345,-0.046359,0.21156
6.0345,-0.045281,0.21315
6.0345,-0.041438,0.21807
6.0345,-0.040196,0.21952
6.0345,-0.035615,0.22411
6.0345,-0.034534,0.22512
6.0345,-0.029941,0.22904
6.0345,-0.028599,0.23006
6.0345,-0.023644,0.23341
6.0345,-0.021578,0.23464
6.0345,-0.017074,0.23707
6.0345,-0.014927,0.23807
6.0345,-0.011199,0.23967
6.0345,-0.0087571,0.24068
6.0345,-0.0053985,0.24192
6.0345,-0.002947,0.24257
6.0345,0,0.24329
6.0345,0.0053798,0.24191
6.0345,0.0055528,0.24186
6.0345,0.0056743,0.24182
6.0345,0.011063,0.23974
6.0345,0.014685,0.23817
6.0345,0.017026,0.2371
6.0345,0.021515,0.23468
6.0345,0.023629,0.23342
6.0345,0.0286,0.23006
6.0345,0.029941,0.22904
6.0345,0.034533,0.22513
6.0345,0.035614,0.22411
6.0345,0.040196,0.21952
6.0345,0.041438,0.21807
6.0345,0.045281,0.21315
6.0345,0.046359,0.21156
6.0345,0.049635,0.20622
6.0345,0.050366,0.20484
6.0345,0.053397,0.19837
6.0345,0.053698,0.1976
6.0345,0.056293,0.1902
6.0345,0.056425,0.18972
6.0345,0.057464,0.18553
6.0345,0.058245,0.18237
6.0345,0.058396,0.18154
6.0345,0.059412,0.17537
6.0345,0.059772,0.17166
6.0345,0.060249,0.16701
6.0345,0.060447,0.1588
6.0345,0.060454,0.1583
6.0345,0.060435,0.15801
6.0345,0.059893,0.14966
6.0345,0.059441,0.14629
6.0345,0.058799,0.1413
6.0345,0.057423,0.13452
6.0345,0.057255,0.13369
6.0345,0.056843,0.13217
6.0345,0.055175,0.12622
6.0345,0.054173,0.12337
6.0345,0.052583,0.11883
6.0345,0.049669,0.11197
6.0345,0.04942,0.11139
6.0345,0.048667,0.10992
6.0345,0.045155,0.10318
6.0345,0.044184,0.10155
6.0345,0.040332,0.095158
6.0345,0.03847,0.092417
6.0345,0.03556,0.088195
6.0345,0.031267,0.082505
6.0345,0.030753,0.081833
6.0345,0.028743,0.079459
6.0345,0.024992,0.075061
6.0345,0.023549,0.073502
6.0345,0.01944,0.069107
6.0345,0.017189,0.066837
6.0345,0.013976,0.063624
6.0345,0.01189,0.061636
6.0345,0.0097878,0.059662
6.0345,0.0069529,0.057079
6.0345,0.0067594,0.056906
6.0345,0.0065112,0.056688
6.0345,0.0035,0.054078
6.0345,0.00067144,0.052534
6.0345,0,0.05216
6.0345,-0.00065515,0.052536
6.0345,-0.0035307,0.05411
6.0345,-0.0065932,0.056758
6.0345,-0.006722,0.056871
6.0345,-0.0068249,0.056963
6.0345,-0.009677,0.059564
6.0345,-0.01189,0.06164
6.0345,-0.014021,0.06367
6.0345,-0.016881,0.066533
6.0345,-0.019415,0.069082
6.0345,-0.022789,0.072701
6.0345,-0.024907,0.074977
6.0345,-0.02932,0.080119
6.0345,-0.030739,0.081829
6.0345,-0.035182,0.087616
6.0345,-0.036124,0.088925
6.0345,-0.040114,0.094848
6.0345,-0.044082,0.10139
6.0345,-0.045081,0.10304
6.0345,-0.04803,0.10869
6.0345,-0.049401,0.11136
6.0345,-0.04976,0.1122
6.0345,-0.052626,0.11893
6.0345,-0.054201,0.12343
6.0345,-0.055177,0.12622
6.0345,-0.056831,0.13213
6.0345,-0.057256,0.13369
6.0345,-0.057425,0.13453
6.0345,-0.0588,0.1413
6.0345,-0.059441,0.14629
6.0345,-0.059893,0.14966
6.0345,-0.060435,0.15801
6.0345,-0.060454,0.1583
6.0379,-0.2001,0.57232
6.0379,-0.19341,0.56157
6.0379,-0.19296,0.56085
6.0379,-0.19225,0.55972
6.0379,-0.18803,0.55305
6.0379,-0.18396,0.54665
6.0379,-0.18338,0.54574
6.0379,-0.18304,0.54522
6.0379,-0.17615,0.53447
6.0379,-0.17605,0.53433
6.0379,-0.17573,0.53383
6.0379,-0.16828,0.52254
6.0379,-0.16536,0.51806
6.0379,-0.15855,0.50783
6.0379,-0.15311,0.49936
6.0379,-0.14891,0.49317
6.0379,-0.13898,0.4853
6.0379,-0.13399,0.4812
6.0379,-0.12527,0.47449
6.0379,-0.11781,0.4687
6.0379,-0.11335,0.46531
6.0379,-0.10334,0.45742
6.0379,-0.10025,0.45491
6.0379,-0.090115,0.447
6.0379,-0.081549,0.43994
6.0379,-0.078084,0.4372
6.0379,-0.071662,0.4318
6.0379,-0.067114,0.42812
6.0379,-0.064337,0.42568
6.0379,-0.05687,0.41942
6.0379,-0.049024,0.41226
6.0379,-0.048123,0.41147
6.0379,-0.047416,0.4108
6.0379,-0.043269,0.40687
6.0379,-0.039411,0.40326
6.0379,-0.038301,0.40214
6.0379,-0.033849,0.39773
6.0379,-0.030766,0.39444
6.0379,-0.029578,0.39322
6.0379,-0.028385,0.39191
6.0379,-0.02539,0.38878
6.0379,-0.022839,0.38593
6.0379,-0.021952,0.38494
6.0379,-0.020977,0.3838
6.0379,-0.018764,0.38139
6.0379,-0.016733,0.37898
6.0379,-0.016537,0.37874
6.0379,-0.01401,0.37596
6.0379,-0.013292,0.37509
6.0379,-0.011584,0.37347
6.0379,-0.0095901,0.37134
6.0379,-0.0089615,0.37088
6.0379,-0.0064316,0.3689
6.0379,-0.0063998,0.36889
6.0379,-0.0032112,0.36753
6.0379,-9.70E-05,0.36729
6.0379,0,0.36728
6.0379,0.00090252,0.36735
6.0379,0.0030269,0.3675
6.0379,0.0032153,0.36757
6.0379,0.0062542,0.36879
6.0379,0.0063768,0.36889
6.0379,0.0068022,0.36921
6.0379,0.0088207,0.37077
6.0379,0.0095403,0.37129
6.0379,0.011352,0.37324
6.0379,0.013534,0.37538
6.0379,0.013882,0.3758
6.0379,0.016413,0.37862
6.0379,0.016731,0.37898
6.0379,0.016779,0.37903
6.0379,0.018928,0.38159
6.0379,0.021198,0.38405
6.0379,0.022616,0.38567
6.0379,0.02514,0.38849
6.0379,0.027763,0.39124
6.0379,0.029308,0.39295
6.0379,0.031506,0.3952
6.0379,0.033814,0.39764
6.0379,0.036217,0.40003
6.0379,0.039737,0.40355
6.0379,0.043372,0.40709
6.0379,0.050261,0.41337
6.0379,0.050375,0.41348
6.0379,0.050473,0.41357
6.0379,0.058577,0.42094
6.0379,0.065713,0.42688
6.0379,0.067784,0.42868
6.0379,0.071986,0.43208
6.0379,0.078865,0.43783
6.0379,0.08224,0.44052
6.0379,0.091871,0.4484
6.0379,0.099715,0.45452
6.0379,0.10423,0.45823
6.0379,0.11628,0.46742
6.0379,0.11666,0.46772
6.0379,0.11802,0.46876
6.0379,0.13291,0.48035
6.0379,0.13784,0.48436
6.0379,0.14866,0.49279
6.0379,0.15295,0.4991
6.0379,0.15847,0.50771
6.0379,0.16536,0.51807
6.0379,0.16828,0.52255
6.0379,0.17617,0.53452
6.0379,0.17657,0.53514
6.0379,0.1801,0.54063
6.0379,0.18328,0.54558
6.0379,0.1838,0.5464
6.0379,0.18788,0.55282
6.0379,0.19234,0.55986
6.0379,0.19302,0.56094
6.0379,0.19346,0.56163
6.0379,0.20009,0.57232
6.0379,0.19186,0.57232
6.0379,0.18819,0.57232
6.0379,0.18256,0.57232
6.0379,0.17635,0.57232
6.0379,0.17133,0.57232
6.0379,0.1631,0.57232
6.0379,0.16041,0.57232
6.0379,0.15075,0.57232
6.0379,0.1456,0.57232
6.0379,0.13353,0.57232
6.0379,0.12806,0.57232
6.0379,0.11044,0.57232
6.0379,0.10479,0.57232
6.0379,0.090881,0.57232
6.0379,0.080273,0.57232
6.0379,0.069084,0.57232
6.0379,0.056051,0.57232
6.0379,0.040448,0.57232
6.0379,0.028364,0.57232
6.0379,0.0052789,0.57232
6.0379,0,0.57232
6.0379,-0.005248,0.57232
6.0379,-0.0283,0.57232
6.0379,-0.040352,0.57232
6.0379,-0.05544,0.57232
6.0379,-0.068755,0.57232
6.0379,-0.07655,0.57232
6.0379,-0.093742,0.57232
6.0379,-0.096837,0.57232
6.0379,-0.11417,0.57232
6.0379,-0.11856,0.57232
6.0379,-0.13095,0.57232
6.0379,-0.13715,0.57232
6.0379,-0.14641,0.57232
6.0379,-0.15135,0.57232
6.0379,-0.16005,0.57232
6.0379,-0.16229,0.57232
6.0379,-0.17103,0.57232
6.0379,-0.17591,0.57232
6.0379,-0.18262,0.57232
6.0379,-0.18816,0.57232
6.0379,-0.19187,0.57232
6.0379,-0.2001,0.57232
6.0379,-0.060145,0.15864
6.0379,-0.060024,0.16703
6.0379,-0.060023,0.16719
6.0379,-0.05999,0.16758
6.0379,-0.059211,0.17559
6.0379,-0.058673,0.17886
6.0379,-0.057855,0.18366
6.0379,-0.056857,0.18769
6.0379,-0.055662,0.19202
6.0379,-0.054461,0.19545
6.0379,-0.052381,0.2008
6.0379,-0.051371,0.20296
6.0379,-0.048543,0.20832
6.0379,-0.047636,0.2098
6.0379,-0.044092,0.21502
6.0379,-0.043163,0.21621
6.0379,-0.038919,0.22116
6.0379,-0.037665,0.22242
6.0379,-0.033493,0.22633
6.0379,-0.03154,0.22799
6.0379,-0.026575,0.23177
6.0379,-0.025411,0.23256
6.0379,-0.019495,0.23608
6.0379,-0.018748,0.23648
6.0379,-0.013078,0.23911
6.0379,-0.012636,0.2393
6.0379,-0.0097834,0.24048
6.0379,-0.006882,0.24168
6.0379,-0.0063225,0.24189
6.0379,-0.0012995,0.24328
6.0379,0,0.24358
6.0379,0.002356,0.24299
6.0379,0.0053785,0.24221
6.0379,0.01174,0.23968
6.0379,0.012121,0.23954
6.0379,0.012377,0.23942
6.0379,0.018652,0.23654
6.0379,0.019293,0.2362
6.0379,0.025391,0.23257
6.0379,0.026575,0.23177
6.0379,0.031541,0.22799
6.0379,0.033488,0.22633
6.0379,0.037665,0.22242
6.0379,0.038919,0.22116
6.0379,0.043163,0.21621
6.0379,0.044092,0.21502
6.0379,0.047636,0.2098
6.0379,0.048543,0.20832
6.0379,0.051365,0.20297
6.0379,0.052383,0.2008
6.0379,0.054443,0.19551
6.0379,0.055642,0.19209
6.0379,0.056854,0.18771
6.0379,0.057856,0.18366
6.0379,0.058664,0.17894
6.0379,0.059205,0.17565
6.0379,0.05999,0.16757
6.0379,0.060023,0.16719
6.0379,0.060024,0.16703
6.0379,0.060145,0.15864
6.0379,0.059806,0.15357
6.0379,0.059576,0.15003
6.0379,0.058525,0.14219
6.0379,0.058484,0.14187
6.0379,0.058367,0.14129
6.0379,0.056899,0.13435
6.0379,0.055911,0.13084
6.0379,0.054804,0.12689
6.0379,0.052403,0.12006
6.0379,0.052251,0.11962
6.0379,0.05191,0.11882
6.0379,0.049038,0.11225
6.0379,0.04718,0.10866
6.0379,0.044985,0.10445
6.0379,0.042457,0.10022
6.0379,0.040136,0.096365
6.0379,0.03623,0.090614
6.0379,0.035335,0.089315
6.0379,0.033584,0.086995
6.0379,0.030825,0.083445
6.0379,0.028881,0.081096
6.0379,0.025378,0.07699
6.0379,0.020918,0.072171
6.0379,0.019565,0.070723
6.0379,0.014933,0.066054
6.0379,0.01456,0.06568
6.0379,0.01343,0.064603
6.0379,0.010042,0.061387
6.0379,0.0085614,0.060054
6.0379,0.0067681,0.05844
6.0379,0.0043069,0.05629
6.0379,0.0038111,0.055859
6.0379,0.00025879,0.053816
6.0379,0,0.053677
6.0379,-0.00025575,0.053814
6.0379,-0.0037933,0.055846
6.0379,-0.004295,0.056281
6.0379,-0.0067484,0.058426
6.0379,-0.0085527,0.06005
