X,Y,Z
0.82766,0.021129,0.00089051
0.82766,0.025737,0.001473
0.82766,0.030821,0.0021691
0.82766,0.03616,0.0032516
0.82766,0.038909,0.003857
0.82766,0.041821,0.0046366
0.82766,0.046147,0.0058883
0.82766,0.049284,0.0070433
0.82766,0.053698,0.0088839
0.82766,0.05561,0.0098249
0.82766,0.06015,0.012421
0.82766,0.061387,0.013227
0.82766,0.066865,0.017318
0.82766,0.06713,0.017513
0.82766,0.067188,0.017561
0.82766,0.067434,0.017796
0.82766,0.072283,0.02238
0.82766,0.073251,0.023447
0.82766,0.077014,0.028046
0.82766,0.078043,0.029491
0.82766,0.081827,0.035629
0.82766,0.082453,0.036622
0.82766,0.082568,0.036814
0.82766,0.082878,0.037419
0.82766,0.086277,0.043999
0.82766,0.087311,0.046342
0.82766,0.089889,0.051939
0.82766,0.09155,0.055904
0.82766,0.093301,0.059919
0.82766,0.095243,0.064223
0.82766,0.097862,0.070332
0.82766,0.10144,0.077657
0.82766,0.10233,0.079583
0.82766,0.10344,0.081651
0.82766,0.10663,0.087402
0.82766,0.10975,0.092407
0.82766,0.11099,0.094443
0.82766,0.11389,0.098644
0.82766,0.11569,0.10125
0.82766,0.11637,0.10211
0.82766,0.12055,0.1072
0.82766,0.12162,0.10834
0.82766,0.12547,0.11214
0.82766,0.12725,0.11367
0.82766,0.13092,0.11646
0.82766,0.13411,0.11843
0.82766,0.13572,0.11934
0.82766,0.13713,0.12002
0.82766,0.14215,0.12236
0.82766,0.14493,0.12349
0.82766,0.1492,0.12517
0.82766,0.15555,0.12736
0.82766,0.15691,0.12783
0.82766,0.15912,0.12847
0.82766,0.16634,0.13056
0.82766,0.17505,0.13271
0.82766,0.17771,0.13333
0.82766,0.18308,0.1345
0.82766,0.19075,0.13618
0.82766,0.19455,0.13699
0.82766,0.20745,0.13966
0.82766,0.21739,0.14162
0.82766,0.22886,0.14395
0.82766,0.24041,0.14626
0.82766,0.25228,0.14871
0.82766,0.26468,0.15132
0.82766,0.27377,0.15331
0.82766,0.28931,0.15692
0.82766,0.29333,0.15785
0.82766,0.29625,0.15859
0.82766,0.31148,0.16253
0.82766,0.32351,0.16592
0.82766,0.32606,0.16667
0.82766,0.34157,0.17175
0.82766,0.34475,0.1729
0.82766,0.35094,0.17556
0.82766,0.35995,0.17933
0.82766,0.36594,0.18239
0.82766,0.37032,0.18467
0.82766,0.37597,0.18809
0.82766,0.37992,0.19045
0.82766,0.38291,0.1926
0.82766,0.38876,0.19682
0.82766,0.39281,0.20032
0.82766,0.39588,0.20299
0.82766,0.40029,0.20753
0.82766,0.40147,0.20875
0.82766,0.40203,0.20943
0.82766,0.40607,0.21433
0.82766,0.40905,0.21861
0.82766,0.41076,0.22103
0.82766,0.41283,0.22451
0.82766,0.41479,0.22779
0.82766,0.41612,0.23043
0.82766,0.41815,0.23447
0.82766,0.42068,0.24046
0.82766,0.42087,0.24091
0.82766,0.42334,0.24836
0.82766,0.42393,0.25032
0.82766,0.42585,0.25869
0.82766,0.42671,0.26265
0.82766,0.42747,0.26793
0.82766,0.4282,0.27434
0.82766,0.4288,0.28163
0.82766,0.42912,0.29122
0.82766,0.42919,0.29321
0.82766,0.42924,0.3051
0.82766,0.42924,0.30996
0.82766,0.42924,0.32516
0.82766,0.42924,0.3346
0.82766,0.42924,0.34644
0.82766,0.42924,0.36176
0.82766,0.42924,0.37315
0.82766,0.42924,0.39208
0.82766,0.42924,0.3968
0.82766,0.42924,0.42932
0.82766,0.42924,0.43323
0.82766,0.42924,0.4364
0.82766,0.42924,0.46428
0.82766,0.42924,0.47293
0.82766,0.42924,0.49567
0.82766,0.42924,0.51485
0.82766,0.42924,0.5279
0.82766,0.42924,0.53787
0.82766,0.42924,0.56097
0.82766,0.42924,0.57232
0.82766,0.41218,0.57232
0.82766,0.39863,0.57232
0.82766,0.38648,0.57232
0.82766,0.36798,0.57232
0.82766,0.34992,0.57232
0.82766,0.32523,0.57232
0.82766,0.32115,0.57232
0.82766,0.31737,0.57232
0.82766,0.29158,0.57232
0.82766,0.27077,0.57232
0.82766,0.25952,0.57232
0.82766,0.25098,0.57232
0.82766,0.23115,0.57232
0.82766,0.20661,0.57232
0.82766,0.20333,0.57232
0.82766,0.20021,0.57232
0.82766,0.17588,0.57232
0.82766,0.14953,0.57232
0.82766,0.14759,0.57232
0.82766,0.1445,0.57232
0.82766,0.11664,0.57232
0.82766,0.10669,0.57232
0.82766,0.085113,0.57232
0.82766,0.070885,0.57232
0.82766,0.052081,0.57232
0.82766,0.040504,0.57232
0.82766,0.027198,0.57232
0.82766,0.0089838,0.57232
0.82766,0,0.57232
0.82766,-0.0090425,0.57232
0.82766,-0.030137,0.57232
0.82766,-0.04992,0.57232
0.82766,-0.055423,0.57232
0.82766,-0.083868,0.57232
0.82766,-0.085381,0.57232
0.82766,-0.087914,0.57232
0.82766,-0.11154,0.57232
0.82766,-0.13559,0.57232
0.82766,-0.13744,0.57232
0.82766,-0.13926,0.57232
0.82766,-0.16281,0.57232
0.82766,-0.18276,0.57232
0.82766,-0.18784,0.57232
0.82766,-0.20017,0.57232
0.82766,-0.21453,0.57232
0.82766,-0.21872,0.57232
0.82766,-0.24017,0.57232
0.82766,-0.25265,0.57232
0.82766,-0.2704,0.57232
0.82766,-0.28535,0.57232
0.82766,-0.30177,0.57232
0.82766,-0.31779,0.57232
0.82766,-0.34714,0.57232
0.82766,-0.3514,0.57232
0.82766,-0.35461,0.57232
0.82766,-0.37737,0.57232
0.82766,-0.40208,0.57232
0.82766,-0.40362,0.57232
0.82766,-0.40823,0.57232
0.82766,-0.42924,0.57232
0.84369,-0.42924,0.57232
0.84369,-0.42924,0.55627
0.84369,-0.42924,0.54257
0.84369,-0.42924,0.52443
0.84369,-0.42924,0.51402
0.84369,-0.42924,0.50656
0.84369,-0.42924,0.48805
0.84369,-0.42924,0.46361
0.84369,-0.42924,0.46319
0.84369,-0.42924,0.46302
0.84369,-0.42924,0.45621
0.84369,-0.42924,0.43494
0.84369,-0.42924,0.43417
0.84369,-0.42924,0.40747
0.84369,-0.42924,0.40335
0.84369,-0.42924,0.38074
0.84369,-0.42924,0.36466
0.84369,-0.42924,0.35653
0.84369,-0.42924,0.35157
0.84369,-0.42924,0.33325
0.84369,-0.42924,0.32194
0.84369,-0.42924,0.31289
0.84369,-0.42923,0.30089
0.84369,-0.42922,0.29407
0.84369,-0.42909,0.28807
0.84369,-0.42883,0.28013
0.84369,-0.42818,0.27261
0.84369,-0.42778,0.26806
0.84369,-0.42641,0.25909
0.84369,-0.4262,0.25788
0.84369,-0.42532,0.2541
0.84369,-0.42408,0.24869
0.84369,-0.42354,0.24688
0.84369,-0.4213,0.23995
0.84369,-0.42046,0.23786
0.84369,-0.41838,0.23283
0.84369,-0.41492,0.2259
0.84369,-0.41485,0.22575
0.84369,-0.41478,0.22564
0.84369,-0.41086,0.21903
0.84369,-0.40777,0.21455
0.84369,-0.40646,0.21264
0.84369,-0.40396,0.20958
0.84369,-0.40159,0.20667
0.84369,-0.40001,0.20503
0.84369,-0.39621,0.20106
0.84369,-0.38975,0.19542
0.84369,-0.38942,0.19513
0.84369,-0.38908,0.19487
0.84369,-0.38089,0.18887
0.84369,-0.37527,0.18533
0.84369,-0.3694,0.18201
0.84369,-0.36267,0.17844
0.84369,-0.34991,0.17275
0.84369,-0.34951,0.17257
0.84369,-0.34927,0.17248
0.84369,-0.33532,0.16744
0.84369,-0.32731,0.16501
0.84369,-0.31839,0.16231
0.84369,-0.30027,0.15745
0.84369,-0.29931,0.1572
0.84369,-0.29861,0.15703
0.84369,-0.2797,0.15248
0.84369,-0.26722,0.14971
0.84369,-0.2612,0.14838
0.84369,-0.24574,0.14513
0.84369,-0.24571,0.14513
0.84369,-0.24567,0.14512
0.84369,-0.23339,0.1426
0.84369,-0.22955,0.14182
0.84369,-0.22173,0.14024
0.84369,-0.21424,0.1387
0.84369,-0.21052,0.13794
0.84369,-0.20284,0.13632
0.84369,-0.20027,0.13578
0.84369,-0.19911,0.13552
0.84369,-0.19003,0.13357
0.84369,-0.18798,0.13311
0.84369,-0.18337,0.13207
0.84369,-0.18044,0.13139
0.84369,-0.17602,0.13034
0.84369,-0.17338,0.12968
0.84369,-0.16896,0.12852
0.84369,-0.16765,0.12817
0.84369,-0.1628,0.12673
0.84369,-0.16251,0.12664
0.84369,-0.16186,0.12644
0.84369,-0.15796,0.12521
0.84369,-0.1559,0.12447
0.84369,-0.15396,0.12377
0.84369,-0.1495,0.12205
0.84369,-0.14883,0.12181
0.84369,-0.14817,0.12153
0.84369,-0.14397,0.11977
0.84369,-0.14381,0.1197
0.84369,-0.14365,0.11962
0.84369,-0.1394,0.1175
0.84369,-0.13845,0.11697
0.84369,-0.13532,0.11503
0.84369,-0.13458,0.11457
0.84369,-0.13397,0.11416
0.84369,-0.13066,0.11165
0.84369,-0.12996,0.11109
0.84369,-0.12702,0.1084
0.84369,-0.1262,0.10762
0.84369,-0.1241,0.10534
0.84369,-0.12333,0.10451
0.84369,-0.12299,0.10414
0.84369,-0.12095,0.10182
0.84369,-0.11918,0.099515
0.84369,-0.11849,0.098597
0.84369,-0.11737,0.097114
0.84369,-0.11604,0.095353
0.84369,-0.11493,0.093721
0.84369,-0.11377,0.092006
0.84369,-0.11207,0.089462
0.84369,-0.11135,0.08839
0.84369,-0.11084,0.087589
0.84369,-0.10899,0.084597
0.84369,-0.1079,0.082717
0.84369,-0.10638,0.080146
0.84369,-0.10352,0.074906
0.84369,-0.10309,0.074099
0.84369,-0.1026,0.073105
0.84369,-0.099446,0.066812
0.84369,-0.096906,0.061494
0.84369,-0.095773,0.059059
0.84369,-0.094807,0.056952
0.84369,-0.092182,0.051381
0.84369,-0.089564,0.046129
0.84369,-0.088325,0.043548
0.84369,-0.086288,0.039845
0.84369,-0.084151,0.035981
0.84369,-0.082095,0.032824
0.84369,-0.080019,0.029664
0.84369,-0.076321,0.024985
0.84369,-0.075608,0.024133
0.84369,-0.072147,0.020617
0.84369,-0.07127,0.019719
0.84369,-0.071065,0.019545
0.84369,-0.067586,0.016598
0.84369,-0.063862,0.013861
0.84369,-0.063785,0.013807
0.84369,-0.063103,0.013389
0.84369,-0.058787,0.010724
0.84369,-0.058374,0.01049
0.84369,-0.053189,0.0080156
0.84369,-0.052247,0.0076148
0.84369,-0.045426,0.0052704
0.84369,-0.044615,0.005005
0.84369,-0.04383,0.0047987
0.84369,-0.038099,0.0033359
0.84369,-0.033016,0.0023845
0.84369,-0.030054,0.001881
0.84369,-0.025594,0.0014136
0.84369,-0.018339,0.00056753
0.84369,-0.012867,0.00025822
0.84369,-0.0065534,5.38E-05
0.84369,0,0
0.84369,0.0071769,6.60E-05
0.84369,0.0093842,8.51E-05
0.84369,0.013848,0.00031171
0.84369,0.019104,0.00059366
0.84369,0.024079,0.0011697
0.84369,0.028928,0.0017117
0.84369,0.032754,0.0023717
0.84369,0.037564,0.0032264
0.84369,0.043431,0.0047017
0.84369,0.044534,0.0049844
0.84369,0.045565,0.0053195
0.84369,0.052185,0.0075914
0.84369,0.053139,0.0079968
0.84369,0.058372,0.010489
0.84369,0.058786,0.010723
0.84369,0.063103,0.013388
0.84369,0.063784,0.013807
0.84369,0.063862,0.013861
0.84369,0.067585,0.016597
0.84369,0.071158,0.019624
0.84369,0.07124,0.019693
0.84369,0.071711,0.020174
0.84369,0.075623,0.024145
0.84369,0.076227,0.024867
0.84369,0.080026,0.029674
0.84369,0.082142,0.032892
0.84369,0.084151,0.035981
0.84369,0.085607,0.038612
0.84369,0.088506,0.043854
0.84369,0.090728,0.048444
0.84369,0.0925,0.052005
0.84369,0.095065,0.057621
0.84369,0.098236,0.064204
0.84369,0.099467,0.066893
0.84369,0.10286,0.073598
0.84369,0.10378,0.075413
0.84369,0.10668,0.080601
0.84369,0.10775,0.08253
0.84369,0.10788,0.082756
0.84369,0.11189,0.089218
0.84369,0.11273,0.090502
0.84369,0.11588,0.095069
0.84369,0.11821,0.098248
0.84369,0.12006,0.10065
0.84369,0.1236,0.10481
0.84369,0.124,0.10527
0.84369,0.12429,0.10557
0.84369,0.1294,0.11059
0.84369,0.13017,0.11124
0.84369,0.13532,0.11506
0.84369,0.13556,0.11521
0.84369,0.13928,0.11739
0.84369,0.14282,0.11911
0.84369,0.14564,0.12047
0.84369,0.15158,0.12289
0.84369,0.15203,0.12307
0.84369,0.15265,0.1233
0.84369,0.15901,0.12554
0.84369,0.1651,0.12743
0.84369,0.16634,0.12779
0.84369,0.17442,0.12994
0.84369,0.17618,0.13038
0.84369,0.18861,0.13324
0.84369,0.18989,0.13353
0.84369,0.19011,0.13358
0.84369,0.20703,0.13719
0.84369,0.21103,0.13805
0.84369,0.22996,0.1419
0.84369,0.23403,0.14274
0.84369,0.25613,0.1473
0.84369,0.26335,0.14888
0.84369,0.27625,0.15171
0.84369,0.28413,0.15354
0.84369,0.29665,0.15654
0.84369,0.31198,0.16054
0.84369,0.31471,0.16129
0.84369,0.33275,0.16661
0.84369,0.33532,0.16745
0.84369,0.34854,0.17221
0.84369,0.35415,0.17458
0.84369,0.36092,0.17758
0.84369,0.36721,0.18086
0.84369,0.3723,0.18355
0.84369,0.37746,0.18681
0.84369,0.38216,0.18974
0.84369,0.38916,0.19495
0.84369,0.38995,0.19554
0.84369,0.39057,0.19609
0.84369,0.39616,0.20102
0.84369,0.40015,0.20518
0.84369,0.40164,0.20672
0.84369,0.40396,0.20958
0.84369,0.40646,0.21264
0.84369,0.40777,0.21455
0.84369,0.41086,0.21903
0.84369,0.41478,0.22564
0.84369,0.41485,0.22576
0.84369,0.41492,0.22591
0.84369,0.41841,0.23289
0.84369,0.42044,0.23782
0.84369,0.42128,0.2399
0.84369,0.42353,0.24683
0.84369,0.42406,0.24863
0.84369,0.42632,0.25849
0.84369,0.42632,0.25853
0.84369,0.42635,0.25869
0.84369,0.42781,0.26827
0.84369,0.42811,0.27158
0.84369,0.42882,0.2794
0.84369,0.42905,0.28765
0.84369,0.42922,0.29334
0.84369,0.42924,0.29806
0.84369,0.42924,0.3115
0.84369,0.42924,0.31952
0.84369,0.42924,0.32939
0.84369,0.42924,0.35
0.84369,0.42924,0.35249
0.84369,0.42924,0.36198
0.84369,0.42924,0.37593
0.84369,0.42924,0.37891
0.84369,0.42924,0.40297
0.84369,0.42924,0.41019
0.84369,0.42924,0.41189
0.84369,0.42924,0.43283
0.84369,0.42924,0.45164
0.84369,0.42924,0.46426
0.84369,0.42924,0.48666
0.84369,0.42924,0.49517
0.84369,0.42924,0.50485
0.84369,0.42924,0.5246
0.84369,0.42924,0.5408
0.84369,0.42924,0.54845
0.84369,0.42924,0.55914
0.84369,0.42924,0.57232
0.84369,0.41126,0.57232
0.84369,0.39814,0.57232
0.84369,0.39314,0.57232
0.84369,0.36812,0.57232
0.84369,0.35887,0.57232
0.84369,0.35699,0.57232
0.84369,0.35349,0.57232
0.84369,0.32096,0.57232
0.84369,0.28868,0.57232
0.84369,0.28806,0.57232
0.84369,0.2877,0.57232
0.84369,0.25737,0.57232
0.84369,0.23434,0.57232
0.84369,0.23153,0.57232
0.84369,0.22718,0.57232
0.84369,0.20498,0.57232
0.84369,0.17798,0.57232
0.84369,0.17791,0.57232
0.84369,0.17784,0.57232
0.84369,0.1489,0.57232
0.84369,0.13085,0.57232
0.84369,0.12125,0.57232
0.84369,0.095202,0.57232
0.84369,0.0936,0.57232
0.84369,0.093194,0.57232
0.84369,0.061173,0.57232
0.84369,0.061105,0.57232
0.84369,0.060365,0.57232
0.84369,0.030039,0.57232
0.84369,0.028071,0.57232
0.84369,0.025378,0.57232
0.84369,0,0.57232
0.84369,-0.025544,0.57232
0.84369,-0.031086,0.57232
0.84369,-0.038409,0.57232
0.84369,-0.062126,0.57232
0.84369,-0.077459,0.57232
0.84369,-0.10814,0.57232
0.84369,-0.11082,0.57232
0.84369,-0.11305,0.57232
0.84369,-0.13691,0.57232
0.84369,-0.16042,0.57232
0.84369,-0.16267,0.57232
0.84369,-0.16563,0.57232
0.84369,-0.19439,0.57232
0.84369,-0.20715,0.57232
0.84369,-0.2265,0.57232
0.84369,-0.23406,0.57232
0.84369,-0.25908,0.57232
0.84369,-0.26165,0.57232
0.84369,-0.26242,0.57232
0.84369,-0.29029,0.57232
0.84369,-0.29343,0.57232
0.84369,-0.32605,0.57232
0.84369,-0.3263,0.57232
0.84369,-0.3266,0.57232
0.84369,-0.35232,0.57232
0.84369,-0.37576,0.57232
0.84369,-0.37846,0.57232
0.84369,-0.38085,0.57232
0.84369,-0.40397,0.57232
0.84369,-0.41886,0.57232
0.84369,-0.42924,0.57232
0.85972,-0.42924,0.57232
0.85972,-0.42924,0.55789
0.85972,-0.42924,0.54264
0.85972,-0.42924,0.53268
0.85972,-0.42924,0.51492
0.85972,-0.42924,0.49544
0.85972,-0.42924,0.48994
0.85972,-0.42924,0.4853
0.85972,-0.42924,0.46327
0.85972,-0.42924,0.44956
0.85972,-0.42924,0.43457
0.85972,-0.42924,0.41774
0.85972,-0.42924,0.40531
0.85972,-0.42924,0.38557
0.85972,-0.42924,0.37878
0.85972,-0.42924,0.37209
0.85972,-0.42924,0.35684
0.85972,-0.42924,0.33826
0.85972,-0.42924,0.33793
0.85972,-0.42924,0.33734
0.85972,-0.42924,0.31579
0.85972,-0.42924,0.30171
0.85972,-0.42924,0.29708
0.85972,-0.42917,0.29039
0.85972,-0.42904,0.28249
0.85972,-0.42853,0.27431
0.85972,-0.42836,0.27146
0.85972,-0.42776,0.26689
0.85972,-0.42685,0.25952
0.85972,-0.42647,0.25735
0.85972,-0.42535,0.2523
0.85972,-0.42425,0.24719
0.85972,-0.42319,0.24375
0.85972,-0.42169,0.23894
0.85972,-0.42,0.23473
0.85972,-0.41853,0.23105
0.85972,-0.41608,0.22607
0.85972,-0.41497,0.22384
0.85972,-0.4141,0.22236
0.85972,-0.41101,0.21708
0.85972,-0.40733,0.21171
0.85972,-0.4067,0.21078
0.85972,-0.40573,0.20957
0.85972,-0.40199,0.20494
0.85972,-0.39904,0.20178
0.85972,-0.39679,0.19941
0.85972,-0.39434,0.19722
0.85972,-0.39031,0.19362
0.85972,-0.38577,0.19013
0.85972,-0.38317,0.18821
0.85972,-0.37585,0.18346
0.85972,-0.37152,0.18094
0.85972,-0.36553,0.17767
0.85972,-0.35267,0.17171
0.85972,-0.35238,0.17157
0.85972,-0.35223,0.17151
0.85972,-0.33637,0.16565
0.85972,-0.33271,0.16452
0.85972,-0.31813,0.16012
0.85972,-0.31125,0.15828
0.85972,-0.29805,0.15475
0.85972,-0.2799,0.1504
0.85972,-0.27845,0.15005
0.85972,-0.27781,0.1499
0.85972,-0.25644,0.14517
0.85972,-0.25525,0.14492
0.85972,-0.23635,0.14096
0.85972,-0.23581,0.14085
0.85972,-0.2237,0.13835
0.85972,-0.21316,0.13612
0.85972,-0.21026,0.13552
0.85972,-0.20762,0.13496
0.85972,-0.1964,0.1325
0.85972,-0.19397,0.13197
0.85972,-0.19207,0.13154
0.85972,-0.18112,0.12898
0.85972,-0.17878,0.12843
0.85972,-0.1756,0.12759
0.85972,-0.17025,0.12615
0.85972,-0.1637,0.12418
0.85972,-0.16328,0.12403
0.85972,-0.15634,0.12155
0.85972,-0.15159,0.11964
0.85972,-0.15053,0.11921
0.85972,-0.1489,0.11847
0.85972,-0.14425,0.11628
0.85972,-0.14052,0.11417
0.85972,-0.13837,0.11279
0.85972,-0.13452,0.10994
0.85972,-0.1333,0.10894
0.85972,-0.13021,0.10604
0.85972,-0.12859,0.10456
0.85972,-0.12817,0.10416
0.85972,-0.12602,0.10176
0.85972,-0.1239,0.099409
0.85972,-0.12333,0.098689
0.85972,-0.11982,0.094247
0.85972,-0.11739,0.090915
0.85972,-0.11524,0.087875
0.85972,-0.11394,0.085944
0.85972,-0.11207,0.082988
0.85972,-0.11012,0.07998
0.85972,-0.10795,0.076275
0.85972,-0.10612,0.073126
0.85972,-0.10525,0.071462
0.85972,-0.10227,0.065957
0.85972,-0.099314,0.060114
0.85972,-0.098164,0.057932
0.85972,-0.096593,0.054878
0.85972,-0.09392,0.049579
0.85972,-0.092352,0.046595
0.85972,-0.08957,0.041551
0.85972,-0.086813,0.036933
0.85972,-0.085581,0.034945
0.85972,-0.084232,0.032992
0.85972,-0.081195,0.028668
0.85972,-0.077783,0.024575
0.85972,-0.076743,0.023416
0.85972,-0.072579,0.019399
0.85972,-0.072091,0.01897
0.85972,-0.067852,0.015601
0.85972,-0.067686,0.015476
0.85972,-0.065675,0.01414
0.85972,-0.062096,0.011748
0.85972,-0.061719,0.011534
0.85972,-0.057444,0.0093691
0.85972,-0.055581,0.008419
0.85972,-0.055378,0.0083286
0.85972,-0.047804,0.005544
0.85972,-0.047684,0.0055051
0.85972,-0.040001,0.0034928
0.85972,-0.038698,0.0032033
0.85972,-0.029543,0.0017409
0.85972,-0.026818,0.0012918
0.85972,-0.026436,0.0012462
0.85972,-0.014425,0.0002379
0.85972,-0.013586,0.00018729
0.85972,-0.012484,0.0001754
0.85972,0,0
0.85972,0.0079958,6.69E-05
0.85972,0.0098009,8.07E-05
0.85972,0.011271,0.00014732
0.85972,0.020475,0.00065043
0.85972,0.022629,0.00085051
0.85972,0.030275,0.0017419
0.85972,0.030567,0.0017855
0.85972,0.03222,0.002082
0.85972,0.040021,0.0034537
0.85972,0.041374,0.003767
0.85972,0.048011,0.0055977
0.85972,0.048402,0.0057253
0.85972,0.055508,0.0083785
0.85972,0.055728,0.0084769
0.85972,0.05768,0.0094779
0.85972,0.061738,0.011545
0.85972,0.062112,0.011758
0.85972,0.065684,0.014146
0.85972,0.067687,0.015476
0.85972,0.067853,0.015602
0.85972,0.072091,0.01897
0.85972,0.072577,0.019398
0.85972,0.076747,0.02342
0.85972,0.077717,0.024494
0.85972,0.081398,0.028944
0.85972,0.082309,0.030156
0.85972,0.084444,0.033339
0.85972,0.086004,0.035623
0.85972,0.086869,0.037026
0.85972,0.090426,0.043056
0.85972,0.093163,0.048139
0.85972,0.095214,0.052106
0.85972,0.10033,0.062168
0.85972,0.10065,0.062834
0.85972,0.10143,0.064316
0.85972,0.10618,0.073246
0.85972,0.10868,0.077354
0.85972,0.11205,0.08307
0.85972,0.11491,0.087342
0.85972,0.11781,0.091503
0.85972,0.12061,0.095215
0.85972,0.12301,0.098248
0.85972,0.12781,0.10374
0.85972,0.12808,0.10402
0.85972,0.1331,0.10875
0.85972,0.13458,0.10998
0.85972,0.13825,0.11271
0.85972,0.14059,0.11421
0.85972,0.14397,0.11614
0.85972,0.14983,0.11887
0.85972,0.15043,0.11917
0.85972,0.1513,0.11952
0.85972,0.15678,0.1217
0.85972,0.15997,0.12277
0.85972,0.16533,0.12466
0.85972,0.171,0.12633
0.85972,0.17477,0.12738
0.85972,0.18365,0.12961
0.85972,0.1855,0.13003
0.85972,0.19976,0.13325
0.85972,0.20106,0.13353
0.85972,0.21915,0.1374
0.85972,0.21995,0.13756
0.85972,0.24251,0.14225
0.85972,0.24796,0.14337
0.85972,0.25907,0.1458
0.85972,0.27798,0.14994
0.85972,0.29888,0.15499
0.85972,0.30055,0.15539
0.85972,0.30111,0.15553
0.85972,0.32407,0.16184
0.85972,0.32524,0.16218
0.85972,0.32787,0.16304
0.85972,0.34196,0.16757
0.85972,0.34814,0.16992
0.85972,0.35541,0.17293
0.85972,0.36178,0.17581
0.85972,0.3692,0.17969
0.85972,0.37153,0.18092
0.85972,0.37662,0.18407
0.85972,0.38087,0.18666
0.85972,0.38217,0.18753
0.85972,0.38667,0.19092
0.85972,0.39036,0.19366
0.85972,0.39251,0.19558
0.85972,0.39663,0.19926
0.85972,0.39938,0.20216
0.85972,0.40198,0.20491
0.85972,0.40562,0.20943
0.85972,0.4067,0.21077
0.85972,0.40733,0.21171
0.85972,0.41101,0.21708
0.85972,0.41417,0.22248
0.85972,0.41501,0.22392
0.85972,0.4161,0.22613
0.85972,0.41865,0.23134
0.85972,0.42015,0.23512
0.85972,0.42187,0.23952
0.85972,0.42379,0.24577
0.85972,0.42437,0.2477
0.85972,0.42467,0.24908
0.85972,0.4262,0.25587
0.85972,0.42708,0.26134
0.85972,0.42779,0.26615
0.85972,0.42839,0.27285
0.85972,0.42884,0.27772
0.85972,0.42895,0.28155
0.85972,0.42923,0.29204
0.85972,0.42924,0.30234
0.85972,0.42924,0.30747
0.85972,0.42924,0.32574
0.85972,0.42924,0.32996
0.85972,0.42924,0.33395
0.85972,0.42924,0.35588
0.85972,0.42924,0.36717
0.85972,0.42924,0.3877
0.85972,0.42924,0.39964
0.85972,0.42924,0.43237
0.85972,0.42924,0.43244
0.85972,0.42924,0.43307
0.85972,0.42924,0.46238
0.85972,0.42924,0.46486
0.85972,0.42924,0.47034
0.85972,0.42924,0.49578
0.85972,0.42924,0.51279
0.85972,0.42924,0.52786
0.85972,0.42924,0.54427
0.85972,0.42924,0.56019
0.85972,0.42924,0.57232
0.85972,0.41543,0.57232
0.85972,0.40464,0.57232
0.85972,0.38378,0.57232
0.85972,0.36894,0.57232
0.85972,0.35312,0.57232
0.85972,0.32267,0.57232
0.85972,0.32036,0.57232
0.85972,0.31849,0.57232
0.85972,0.28456,0.57232
0.85972,0.25886,0.57232
0.85972,0.25586,0.57232
0.85972,0.25436,0.57232
0.85972,0.23254,0.57232
0.85972,0.20822,0.57232
0.85972,0.20687,0.57232
0.85972,0.2057,0.57232
0.85972,0.17788,0.57232
0.85972,0.1506,0.57232
0.85972,0.15002,0.57232
0.85972,0.14913,0.57232
0.85972,0.12238,0.57232
0.85972,0.11192,0.57232
0.85972,0.094381,0.57232
0.85972,0.077385,0.57232
0.85972,0.065313,0.57232
0.85972,0.049371,0.57232
0.85972,0.031576,0.57232
0.85972,0.017729,0.57232
0.85972,0,0.57232
0.85972,-0.00776,0.57232
0.85972,-0.029714,0.57232
0.85972,-0.038579,0.57232
0.85972,-0.068725,0.57232
0.85972,-0.0707,0.57232
0.85972,-0.074377,0.57232
0.85972,-0.10532,0.57232
0.85972,-0.13348,0.57232
0.85972,-0.13638,0.57232
0.85972,-0.13926,0.57232
0.85972,-0.16789,0.57232
0.85972,-0.19572,0.57232
0.85972,-0.20142,0.57232
0.85972,-0.22511,0.57232
0.85972,-0.23134,0.57232
0.85972,-0.23886,0.57232
0.85972,-0.25684,0.57232
0.85972,-0.27184,0.57232
0.85972,-0.28482,0.57232
0.85972,-0.30134,0.57232
0.85972,-0.31,0.57232
0.85972,-0.32757,0.57232
0.85972,-0.34856,0.57232
0.85972,-0.35234,0.57232
0.85972,-0.35659,0.57232
0.85972,-0.37715,0.57232
0.85972,-0.403,0.57232
0.85972,-0.40428,0.57232
0.85972,-0.40712,0.57232
0.85972,-0.42924,0.57232
0.87575,-0.42924,0.57232
0.87575,-0.42924,0.55896
0.87575,-0.42924,0.54285
0.87575,-0.42924,0.52303
0.87575,-0.42924,0.51561
0.87575,-0.42924,0.50989
0.87575,-0.42924,0.49026
0.87575,-0.42924,0.46421
0.87575,-0.42924,0.4634
0.87575,-0.42924,0.46302
0.87575,-0.42924,0.45744
0.87575,-0.42924,0.4361
0.87575,-0.42924,0.43453
0.87575,-0.42924,0.43276
0.87575,-0.42924,0.40424
0.87575,-0.42924,0.40382
0.87575,-0.42924,0.37959
0.87575,-0.42924,0.3592
0.87575,-0.42924,0.35698
0.87575,-0.42924,0.35445
0.87575,-0.42924,0.33494
0.87575,-0.42924,0.3219
0.87575,-0.42924,0.31523
0.87575,-0.42924,0.30069
0.87575,-0.42924,0.29743
0.87575,-0.42911,0.2865
0.87575,-0.42905,0.28096
0.87575,-0.42887,0.27803
0.87575,-0.42815,0.26715
0.87575,-0.42726,0.2607
0.87575,-0.42653,0.25551
0.87575,-0.42465,0.24685
0.87575,-0.42436,0.24549
